A|A|113|20200601|20200630|20200708|999|SISTEMA SAC         
C|C|1435 |BELA VISTA DE GOIAS                     |GO|    |0000000|        01058041185010000000
C|C|1436 |IRAUCUBA                                |CE|    |0000000|        01058041185010000000
C|C|1437 |SAO GERALDO DO ARAGUAIA                 |PA|    |0000000|        01058041185010000000
C|C|1438 |ESPERANTINA                             |PI|    |0000000|        01058041185010000000
C|C|1439 |NATAL                                   |RN|    |0000000|        01058041185010000000
C|C|1440 |ITAI                                    |SP|    |0000000|        01058041185010000000
C|C|1441 |BOM DESPACHO                            |MG|    |0000000|        01058041185010000000
C|C|1442 |PONTES E LACERDA                        |MT|    |0000000|        01058041185010000000
C|C|1443 |LAGUNA                                  |SC|    |0000000|        01058041185010000000
C|C|1444 |IGARAPAVA                               |SP|    |0000000|        01058041185010000000
C|C|1445 |ERVAL VELHO                             |SC|    |0000000|        01058041185010000000
C|C|1446 |SETE LAGOAS                             |MG|    |0000000|        01058041185010000000
C|C|1447 |SERICITA                                |MG|    |0000000|        01058041185010000000
C|C|1448 |CRUZILIA                                |MG|    |0000000|        01058041185010000000
C|C|1449 |CACHOEIRA DE MINAS                      |MG|    |0000000|        01058041185010000000
C|C|1450 |NOVA ALVORADA DO SUL                    |MS|    |0000000|        01058041185010000000
C|C|1451 |TERESINA DE GOIAS                       |GO|    |0000000|        01058041185010000000
C|C|1452 |LUPIONOPOLIS                            |PR|    |0000000|        01058041185010000000
C|C|1453 |BATATAIS                                |SP|    |0000000|        01058041185010000000
C|C|1454 |MURUTINGA DO SUL                        |SP|    |0000000|        01058041185010000000
C|C|1455 |NOVA BRESCIA                            |RS|    |0000000|        01058041185010000000
C|C|1456 |MANGA                                   |MG|    |0000000|        01058041185010000000
C|C|1457 |REDENCAO DA SERRA                       |SP|    |0000000|        01058041185010000000
C|C|1458 |PAULA CANDIDO                           |MG|    |0000000|        01058041185010000000
C|C|1459 |BOA ESPERANCA DO SUL                    |SP|    |0000000|        01058041185010000000
C|C|1460 |NOVA EUROPA                             |SP|    |0000000|        01058041185010000000
C|C|1461 |SANTA ADELIA                            |SP|    |0000000|        01058041185010000000
C|C|1462 |RAUL SOARES                             |MG|    |0000000|        01058041185010000000
C|C|1463 |DELMIRO GOUVEIA                         |AL|    |0000000|        01058041185010000000
C|C|1464 |RINCAO                                  |SP|    |0000000|        01058041185010000000
C|C|1465 |BACABAL                                 |MA|    |0000000|        01058041185010000000
C|C|1466 |ITUPEVA                                 |SP|    |0000000|        01058041185010000000
C|C|1467 |IPU                                     |CE|    |0000000|        01058041185010000000
C|C|1468 |BATURITE                                |CE|    |0000000|        01058041185010000000
C|C|1469 |SAO FRANCISCO DO CONDE                  |BA|    |0000000|        01058041185010000000
C|C|1470 |MONTEIRO                                |PB|    |0000000|        01058041185010000000
C|C|1471 |JAGUARIBE                               |CE|    |0000000|        01058041185010000000
C|C|1472 |SERRA NEGRA                             |SP|    |0000000|        01058041185010000000
C|C|1473 |BOM SUCESSO                             |MG|    |0000000|        01058041185010000000
C|C|1474 |NATIVIDADE                              |RJ|    |0000000|        01058041185010000000
C|C|1475 |OUROESTE                                |SP|    |0000000|        01058041185010000000
C|C|1476 |PIEDADE DOS GERAIS                      |MG|    |0000000|        01058041185010000000
C|C|1477 |RIO VERDE                               |GO|    |0000000|        01058041185010000000
C|C|1478 |SANTO ANTONIO DO JACINTO                |MG|    |0000000|        01058041185010000000
C|C|1479 |TORRES                                  |RS|    |0000000|        01058041185010000000
C|C|1480 |ALUMINIO                                |SP|    |0000000|        01058041185010000000
C|C|1481 |GENTIO DO OURO                          |BA|    |0000000|        01058041185010000000
C|C|1482 |CARDEAL DA SILVA                        |BA|    |0000000|        01058041185010000000
C|C|1483 |JEQUIE                                  |BA|    |0000000|        01058041185010000000
C|C|1484 |SANTA RITA DO SAPUCAI                   |MG|    |0000000|        01058041185010000000
C|C|1485 |PLANALTINA                              |GO|    |0000000|        01058041185010000000
C|C|1486 |TRES RIOS                               |RJ|    |0000000|        01058041185010000000
C|C|1487 |REDUTO                                  |MG|    |0000000|        01058041185010000000
C|C|1488 |MONTENEGRO                              |RS|    |0000000|        01058041185010000000
C|C|1489 |IBIUNA                                  |SP|    |0000000|        01058041185010000000
C|C|1490 |SATIRO DIAS                             |BA|    |0000000|        01058041185010000000
C|C|1491 |GRANJA                                  |CE|    |0000000|        01058041185010000000
C|C|1492 |PAU BRASIL                              |BA|    |0000000|        01058041185010000000
C|C|1493 |SAO SEBASTIAO DO RIO PRETO              |MG|    |0000000|        01058041185010000000
C|C|1494 |TERESOPOLIS                             |RJ|    |0000000|        01058041185010000000
C|C|1495 |SANTO ANTONIO DE JESUS                  |BA|    |0000000|        01058041185010000000
C|C|1496 |VISEU                                   |PA|    |0000000|        01058041185010000000
C|C|1497 |MAMBORE                                 |PR|    |0000000|        01058041185010000000
C|C|1498 |MALACACHETA                             |MG|    |0000000|        01058041185010000000
C|C|1499 |SARDOA                                  |MG|    |0000000|        01058041185010000000
C|C|1500 |JACINTO                                 |MG|    |0000000|        01058041185010000000
C|C|1501 |GODOY MOREIRA                           |PR|    |0000000|        01058041185010000000
C|C|1502 |SANTA CRUZ                              |PE|    |0000000|        01058041185010000000
C|C|1503 |CANELA                                  |RS|    |0000000|        01058041185010000000
C|C|1504 |PORTO BELO                              |SC|    |0000000|        01058041185010000000
C|C|1505 |BAYEUX                                  |PB|    |0000000|        01058041185010000000
C|C|1506 |SAO FRANCISCO DO GUAPORE                |RO|    |0000000|        01058041185010000000
C|C|1507 |TURVO                                   |PR|    |0000000|        01058041185010000000
C|C|1508 |COLUNA                                  |MG|    |0000000|        01058041185010000000
C|C|1509 |BUTIA                                   |RS|    |0000000|        01058041185010000000
C|C|1510 |ABAETETUBA                              |PA|    |0000000|        01058041185010000000
C|C|1511 |SANTANA DO RIACHO                       |MG|    |0000000|        01058041185010000000
C|C|1512 |CAPAO DA CANOA                          |RS|    |0000000|        01058041185010000000
C|C|1513 |MAGE                                    |RJ|    |0000000|        01058041185010000000
C|C|1514 |TRES MARIAS                             |MG|    |0000000|        01058041185010000000
C|C|1515 |BADY BASSITT                            |SP|    |0000000|        01058041185010000000
C|C|1516 |PEDRA AZUL                              |MG|    |0000000|        01058041185010000000
C|C|1517 |GARUVA                                  |SC|    |0000000|        01058041185010000000
C|C|1518 |PORTO DE MOZ                            |PA|    |0000000|        01058041185010000000
C|C|1519 |AMARAJI                                 |PE|    |0000000|        01058041185010000000
C|C|1520 |ESTRELA DE ALAGOAS                      |AL|    |0000000|        01058041185010000000
C|C|1521 |JIJOCA DE JERICOACOARA                  |CE|    |0000000|        01058041185010000000
C|C|1522 |NOVA VENEZA                             |SC|    |0000000|        01058041185010000000
C|C|1523 |S J PINHAIS                             |PR|    |0000000|        01058041255060000000
C|C|1524 |MAUES                                   |AM|    |0000000|        01058041185010000000
C|C|1525 |PORTO DE PEDRAS                         |AL|    |0000000|        01058041185010000000
C|C|1526 |CAMBUQUIRA                              |MG|    |0000000|        01058041185010000000
C|C|1527 |PORTO ESPERIDIAO                        |MT|    |0000000|        01058041185010000000
C|C|1528 |ALTINOPOLIS                             |SP|    |0000000|        01058041185010000000
C|C|1529 |TABOAO DA SERRA                         |SP|    |0000000|        01058041185010000000
C|C|1530 |COMBINADO                               |TO|    |0000000|        01058041185010000000
C|C|1531 |JAGUARETAMA                             |CE|    |0000000|        01058041185010000000
C|C|1532 |MONTE AZUL PAULISTA                     |SP|    |0000000|        01058041185010000000
C|C|1533 |PICUI                                   |PB|    |0000000|        01058041185010000000
C|C|1534 |JACINTO MACHADO                         |SC|    |0000000|        01058041185010000000
C|C|1535 |DAVID CANABARRO                         |RS|    |0000000|        01058041185010000000
C|C|1536 |SANTA GERTRUDES                         |SP|    |0000000|        01058041185010000000
C|C|1537 |BEBEDOURO                               |SP|    |0000000|        01058041185010000000
C|C|1538 |BOCAINA                                 |SP|    |0000000|        01058041185010000000
C|C|1539 |NOVA ODESSA                             |SP|    |0000000|        01058041185010000000
C|C|1540 |TEOFILANDIA                             |BA|    |0000000|        01058041185010000000
C|C|1541 |CONGONHAS                               |MG|    |0000000|        01058041185010000000
C|C|1542 |MINEIROS                                |GO|    |0000000|        01058041185010000000
C|C|1543 |MENDES                                  |RJ|    |0000000|        01058041185010000000
C|C|1544 |DIAMANTINA                              |MG|    |0000000|        01058041185010000000
C|C|1545 |ERECHIM                                 |RS|    |0000000|        01058041185010000000
C|C|1546 |PADRE PARAISO                           |MG|    |0000000|        01058041185010000000
C|C|1547 |LIBERATO SALZANO                        |RS|    |0000000|        01058041185010000000
C|C|1548 |GUAPIARA                                |SP|    |0000000|        01058041185010000000
C|C|1549 |CIDELANDIA                              |MA|    |0000000|        01058041185010000000
C|C|1550 |NOVA ESPERANCA DO PIRIA                 |PA|    |0000000|        01058041185010000000
C|C|1551 |MESOPOLIS                               |SP|    |0000000|        01058041185010000000
C|C|1552 |CORONEL MURTA                           |MG|    |0000000|        01058041185010000000
C|C|1553 |BROTAS DE MACAUBAS                      |BA|    |0000000|        01058041185010000000
C|C|1554 |CABROBO                                 |PE|    |0000000|        01058041185010000000
C|C|1555 |SAO JOAO DO ARAGUAIA                    |PA|    |0000000|        01058041185010000000
C|C|1556 |RIO BRANCO                              |AC|    |0000000|        01058041185010000000
C|C|1557 |GUAIBA                                  |RS|    |0000000|        01058041185010000000
C|C|1558 |PAULISTANA                              |PI|    |0000000|        01058041185010000000
C|C|1559 |CAJATI                                  |SP|    |0000000|        01058041185010000000
C|C|1560 |COSTA RICA                              |MS|    |0000000|        01058041185010000000
C|C|1561 |MONTE APRAZIVEL                         |SP|    |0000000|        01058041185010000000
C|C|1562 |MIRANDOPOLIS                            |SP|    |0000000|        01058041185010000000
C|C|1563 |PARAGOMINAS                             |PA|    |0000000|        01058041185010000000
C|C|1564 |PRATANIA                                |SP|    |0000000|        01058041185010000000
C|C|1565 |SAO LOURENCO DA SERRA                   |SP|    |0000000|        01058041185010000000
C|C|1566 |CONCEICAO DAS ALAGOAS                   |MG|    |0000000|        01058041185010000000
C|C|1567 |PINTADAS                                |BA|    |0000000|        01058041185010000000
C|C|1568 |SANTA JULIANA                           |MG|    |0000000|        01058041185010000000
C|C|1569 |POMPEIA                                 |SP|    |0000000|        01058041185010000000
C|C|1570 |NOVA TIMBOTEUA                          |PA|    |0000000|        01058041185010000000
C|C|1571 |VIRGOLANDIA                             |MG|    |0000000|        01058041185010000000
C|C|1572 |CUBATAO                                 |SP|    |0000000|        01058041185010000000
C|C|1573 |NOVA ERA                                |MG|    |0000000|        01058041185010000000
C|C|1574 |MARIPA                                  |PR|    |0000000|        01058041185010000000
C|C|1575 |CLEMENTINA                              |SP|    |0000000|        01058041185010000000
C|C|1576 |TABIRA                                  |PE|    |0000000|        01058041185010000000
C|C|1577 |SENADOR JOSE PORFIRIO                   |PA|    |0000000|        01058041185010000000
C|C|1578 |IBIRAPITANGA                            |BA|    |0000000|        01058041185010000000
C|C|1579 |CANDELARIA                              |RS|    |0000000|        01058041185010000000
C|C|1580 |BONFINOPOLIS                            |GO|    |0000000|        01058041185010000000
C|C|1581 |ICONHA                                  |ES|    |0000000|        01058041185010000000
C|C|1582 |SARZEDO                                 |MG|    |0000000|        01058041185010000000
C|C|1583 |CANTO DO BURITI                         |PI|    |0000000|        01058041185010000000
C|C|1584 |MERCES                                  |MG|    |0000000|        01058041185010000000
C|C|1585 |BALNEARIO CAMBORIU                      |SC|    |0000000|        01058041185010000000
C|C|1586 |PARELHAS                                |RN|    |0000000|        01058041185010000000
C|C|1587 |PANTANO GRANDE                          |RS|    |0000000|        01058041185010000000
C|C|1588 |TUNAS DO PARANA                         |PR|    |0000000|        01058041185010000000
C|C|1589 |BUENOS AIRES                            |PE|    |0000000|        01058041185010000000
C|C|1590 |TEODORO SAMPAIO                         |SP|    |0000000|        01058041185010000000
C|C|1591 |PALMARES DO SUL                         |RS|    |0000000|        01058041185010000000
C|C|1592 |ARARAS                                  |SP|    |0000000|        01058041185010000000
C|C|1593 |ITABELA                                 |BA|    |0000000|        01058041185010000000
C|C|1594 |SENHORA DO PORTO                        |MG|    |0000000|        01058041185010000000
C|C|1595 |AFOGADOS DA INGAZEIRA                   |PE|    |0000000|        01058041185010000000
C|C|1596 |SABARA                                  |MG|    |0000000|        01058041185010000000
C|C|1597 |RIO BRANCO DO SUL                       |PR|    |0000000|        01058041185010000000
C|C|1598 |SAO SEBASTIAO DO PARAISO                |MG|    |0000000|        01058041185010000000
C|C|1599 |SURUBIM                                 |PE|    |0000000|        01058041185010000000
C|C|1600 |COSMORAMA                               |SP|    |0000000|        01058041185010000000
C|C|1601 |SANTO CRISTO                            |RS|    |0000000|        01058041185010000000
C|C|1602 |POSSE                                   |GO|    |0000000|        01058041185010000000
C|C|1603 |TAGUATINGA                              |TO|    |0000000|        01058041185010000000
C|C|1604 |RIO AZUL                                |PR|    |0000000|        01058041185010000000
C|C|1605 |SALVADOR DO SUL                         |RS|    |0000000|        01058041185010000000
C|C|1606 |MONTE SIAO                              |MG|    |0000000|        01058041185010000000
C|C|1607 |COTIPORA                                |RS|    |0000000|        01058041185010000000
C|C|1608 |JAGUARI                                 |RS|    |0000000|        01058041185010000000
C|C|1609 |NOSSA SENHORA DOS REMEDIOS              |PI|    |0000000|        01058041185010000000
C|C|1610 |EUCLIDES DA CUNHA PAULISTA              |SP|    |0000000|        01058041185010000000
C|C|1611 |RIO BANANAL                             |ES|    |0000000|        01058041185010000000
C|C|1612 |SALTO DO CEU                            |MT|    |0000000|        01058041185010000000
C|C|1613 |JALES                                   |SP|    |0000000|        01058041185010000000
C|C|1614 |ADAMANTINA                              |SP|    |0000000|        01058041185010000000
C|C|1615 |RIACHAO                                 |MA|    |0000000|        01058041185010000000
C|C|1616 |SAO LOURENCO                            |MG|    |0000000|        01058041185010000000
C|C|1617 |LAGOA D ANTA                            |RN|    |0000000|        01058041185010000000
C|C|1618 |ARATACA                                 |BA|    |0000000|        01058041185010000000
C|C|1619 |SAO GABRIEL DA PALHA                    |ES|    |0000000|        01058041185010000000
C|C|1620 |PIEDADE DE PONTE NOVA                   |MG|    |0000000|        01058041185010000000
C|C|1621 |EUGENOPOLIS                             |MG|    |0000000|        01058041185010000000
C|C|1622 |BOSSOROCA                               |RS|    |0000000|        01058041185010000000
C|C|1623 |CARUTAPERA                              |MA|    |0000000|        01058041185010000000
C|C|1624 |ITABAIANA                               |SE|    |0000000|        01058041185010000000
C|C|1625 |SUMARE                                  |SP|    |0000000|        01058041185010000000
C|C|1626 |BARREIROS                               |PE|    |0000000|        01058041185010000000
C|C|1627 |ARCOS                                   |MG|    |0000000|        01058041185010000000
C|C|1628 |SENHORA DE OLIVEIRA                     |MG|    |0000000|        01058041185010000000
C|C|1629 |SANTO ANTONIO DO CAIUA                  |PR|    |0000000|        01058041185010000000
C|C|1630 |CAMPESTRE DO MARANHAO                   |MA|    |0000000|        01058041185010000000
C|C|1631 |MONTANHAS                               |RN|    |0000000|        01058041185010000000
C|C|1632 |ARARUAMA                                |RJ|    |0000000|        01058041185010000000
C|C|1633 |CAIEIRAS                                |SP|    |0000000|        01058041185010000000
C|C|1634 |CAPIVARI                                |SP|    |0000000|        01058035104010000000
C|C|1635 |PEDERNEIRAS                             |SP|    |0000000|        01058041185010000000
C|C|1636 |BARRA                                   |BA|    |0000000|        01058041185010000000
C|C|1637 |SANTA CRUZ DO ARARI                     |PA|    |0000000|        01058041185010000000
C|C|1638 |PRESIDENTE JANIO QUADROS                |BA|    |0000000|        01058041185010000000
C|C|1639 |PIRASSUNUNGA                            |SP|    |0000000|        01058041185010000000
C|C|1640 |TAILANDIA                               |PA|    |0000000|        01058041185010000000
C|C|1641 |TRES PASSOS                             |RS|    |0000000|        01058041185010000000
C|C|1642 |GARANHUNS                               |PE|    |0000000|        01058041185010000000
C|C|1643 |SAO PEDRO                               |RN|    |0000000|        01058041185010000000
C|C|1644 |TERRA ROXA                              |SP|    |0000000|        01058041185010000000
C|C|1645 |PIRAPORA DO BOM JESUS                   |SP|    |0000000|        01058041185010000000
C|C|1646 |GOVERNADOR NUNES FREIRE                 |MA|    |0000000|        01058041185010000000
C|C|1647 |OLIVEIRA                                |MG|    |0000000|        01058041185010000000
C|C|1648 |ATALEIA                                 |MG|    |0000000|        01058041185010000000
C|C|1649 |AMARGOSA                                |BA|    |0000000|        01058041185010000000
C|C|1650 |BARRA DO PIRAI                          |RJ|    |0000000|        01058041185010000000
C|C|1651 |ESTEIO                                  |RS|    |0000000|        01058041185010000000
C|C|1652 |PONTALINDA                              |SP|    |0000000|        01058041185010000000
C|C|1653 |PORECATU                                |PR|    |0000000|        01058041185010000000
C|C|1654 |LAGARTO                                 |SE|    |0000000|        01058041185010000000
C|C|1655 |UBARANA                                 |SP|    |0000000|        01058041185010000000
C|C|1656 |ITAMBARACA                              |PR|    |0000000|        01058041185010000000
C|C|1657 |ACAIACA                                 |MG|    |0000000|        01058041185010000000
C|C|1658 |CATAGUASES                              |MG|    |0000000|        01058041185010000000
C|C|1659 |SOMBRIO                                 |SC|    |0000000|        01058041185010000000
C|C|1660 |DOM INOCENCIO                           |PI|    |0000000|        01058041185010000000
C|C|1661 |TIANGUA                                 |CE|    |0000000|        01058041185010000000
C|C|1662 |COLORADO                                |PR|    |0000000|        01058041059040000000
C|C|1663 |CABO DE SANTO AGOSTINHO                 |PE|    |0000000|        01058026029020000000
C|C|1664 |JANDIRA                                 |SP|    |0000000|        01058035250030000000
C|C|1665 |NOSSA SENHORA DO SOCORRO                |SE|    |0000000|        01058028048050000000
C|C|1666 |JOAO ALFREDO                            |PE|    |0000000|        01058041185010000000
C|C|1667 |ITUPORANGA                              |SC|    |0000000|        01058041185010000000
C|C|1668 |CAMPO LARGO                             |PR|    |0000000|        01058041185010000000
C|C|1669 |PERUIBE                                 |SP|    |0000000|        01058041185010000000
C|C|1670 |SERRANOPOLIS                            |GO|    |0000000|        01058041185010000000
C|C|1671 |CRISTALINA                              |GO|    |0000000|        01058041185010000000
C|C|1672 |BOM JESUS                               |PI|    |0000000|        01058041185010000000
C|C|1673 |PARA DE MINAS                           |MG|    |0000000|        01058041185010000000
C|C|1674 |CUSTODIA                                |PE|    |0000000|        01058041185010000000
C|C|1675 |QUARAI                                  |RS|    |0000000|        01058041185010000000
C|C|1676 |ROCA SALES                              |RS|    |0000000|        01058041185010000000
C|C|1677 |AFRANIO                                 |PE|    |0000000|        01058041185010000000
C|C|1678 |ASSAI                                   |PR|    |0000000|        01058041185010000000
C|C|1679 |IVAIPORA                                |PR|    |0000000|        01058041185010000000
C|C|1680 |QUITANDINHA                             |PR|    |0000000|        01058041185010000000
C|C|1681 |Palotina                                |PR|    |0000000|        01058041179090000000
C|C|1682 |BARRA DO PIRAI                          |RJ|    |0000000|        01058033003080000000
C|C|1683 |BEBEDOURO                               |SP|    |0000000|        01058035061020000000
C|C|1684 |PIRES DO RIO                            |GO|    |0000000|        01058052174010000000
C|C|1685 |SAO GABRIEL DO OESTE                    |MS|    |0000000|        01058050076950000000
C|C|1686 |NOVA SANTA RITA                         |RS|    |0000000|        01058043133750000000
C|C|1687 |CARIACICA                               |ES|    |0000000|        01058032013080000000
C|C|1688 |LAURO DE FREITAS                        |BA|    |0000000|        01058029192070000000
C|C|1689 |COLATINA                                |ES|    |0000000|        01058032015060000000
C|C|1690 |FORMOSA DA SERRA NEGRA                  |MA|    |0000000|        01058041185010000000
C|C|1691 |MACIEIRA                                |SC|    |0000000|        01058041185010000000
C|C|1692 |INDAIABIRA                              |MG|    |0000000|        01058041185010000000
C|C|1693 |AIURUOCA                                |MG|    |0000000|        01058041185010000000
C|C|1694 |ACREUNA                                 |GO|    |0000000|        01058041185010000000
C|C|1695 |JAPURA                                  |PR|    |0000000|        01058041185010000000
C|C|1696 |PRATA                                   |MG|    |0000000|        01058041185010000000
C|C|1697 |SALGUEIRO                               |PE|    |0000000|        01058041185010000000
C|C|1698 |SAO TIAGO                               |MG|    |0000000|        01058041185010000000
C|C|1699 |SANTO ANTONIO DOS LOPES                 |MA|    |0000000|        01058041185010000000
C|C|1700 |ATILIO VIVACQUA                         |ES|    |0000000|        01058032007060000000
C|C|1701 |BRASILIA                                |DF|    |0000000|        01058053001080000000
C|C|1702 |MARITUBA                                |PA|    |0000000|        01058015044220000000
C|C|1703 |PICOS                                   |PI|    |0000000|        01058022080070000000
C|C|1704 |JOAQUIM TAVORA                          |PR|    |0000000|        01058041128010000000
C|C|1705 |CAPANEMA                                |PR|    |0000000|        01058041045010000000
C|C|1706 |Araguaina                               |TO|    |0000000|        01058017021090000000
C|C|1707 |VARGEM ALTA                             |ES|    |0000000|        01058041185010000000
C|C|1708 |SAO JOSE DO EGITO                       |PE|    |0000000|        01058041185010000000
C|C|1709 |ERVALIA                                 |MG|    |0000000|        01058041185010000000
C|C|1710 |PAVAO                                   |MG|    |0000000|        01058041185010000000
C|C|1711 |POCO FUNDO                              |MG|    |0000000|        01058041185010000000
C|C|1712 |ALTOS                                   |PI|    |0000000|        01058041185010000000
C|C|1713 |SOUSA                                   |PB|    |0000000|        01058025162010000000
C|C|1714 |VERTENTE DO LERIO                       |PE|    |0000000|        01058041185010000000
C|C|1715 |ANGUERA                                 |BA|    |0000000|        01058041185010000000
C|C|1716 |GUARACI                                 |PR|    |0000000|        01058041185010000000
C|C|1717 |PENAPOLIS                               |SP|    |0000000|        01058041185010000000
C|C|1718 |IRACEMAPOLIS                            |SP|    |0000000|        01058041185010000000
C|C|1719 |MANTENA                                 |MG|    |0000000|        01058041185010000000
C|C|1720 |SAO LUIS                                |MA|    |0000000|        01058021113000000000
C|C|1721 |ANANINDEUA                              |PA|    |0000000|        01058015008000000000
C|C|1722 |BELEM                                   |PA|    |0000000|        01058015014020000000
C|C|1723 |SAO GONCALO DOS CAMPOS                  |BA|    |0000000|        01058041185010000000
C|C|1724 |CURUCA                                  |PA|    |0000000|        01058041185010000000
C|C|1725 |IGARATA                                 |SP|    |0000000|        01058041185010000000
C|C|1726 |BARREIRAS                               |BA|    |0000000|        01058041185010000000
C|C|1727 |SAO JOAO BATISTA                        |SC|    |0000000|        01058041185010000000
C|C|1728 |CACHOEIRA DE PAJEU                      |MG|    |0000000|        01058041185010000000
C|C|1729 |SAO LUDGERO                             |SC|    |0000000|        01058041185010000000
C|C|1730 |MANDAGUACU                              |PR|    |0000000|        01058041185010000000
C|C|1731 |BARRA DO RIBEIRO                        |RS|    |0000000|        01058041185010000000
C|C|1732 |APUI                                    |AM|    |0000000|        01058041185010000000
C|C|1733 |SANTA RITA DO PASSA QUATRO              |SP|    |0000000|        01058041185010000000
C|C|1734 |MARIANA                                 |MG|    |0000000|        01058041185010000000
C|C|1735 |ITAPEJARA DO OESTE                      |PR|    |0000000|        01058041184510000000
C|C|1736 |CUNHA PORA                              |SC|    |0000000|        01058042047070000000
C|C|1737 |GUANHAES                                |MG|    |0000000|        01058031280060000000
C|C|1738 |PARAIBA DO SUL                          |RJ|    |0000000|        01058041185010000000
C|C|1739 |Guaruja Do Sul                          |SC|    |0000000|        01058042066030000000
C|C|1740 |Estancia Velha                          |RS|    |0000000|        01058041185010000000
C|C|1741 |ITAPEJARA D`OESTE                       |PR|    |0000000|        01058041185010000000
C|C|1742 |EXTERIOR                                |EX|    |0000000|        01058041185010000000
C|C|1743 |MARECHAL CANDIDO RONDON                 |PR|    |0000000|        01058041146090000000
C|C|1744 |PARNAMIRIM                              |RN|    |0000000|        01058024032510000000
C|C|1745 |Planalto                                |PR|    |0000000|        01058041185010000000
C|C|1746 |California                              |PR|    |0000000|        01058041185010000000
C|C|1747 |JATAI                                   |GO|    |0000000|        01058041185010000000
C|C|1748 |Jaborá                                  |SC|    |0000000|        01058042086090000000
C|C|1749 |Bom Jesus do Sul                        |PR|    |0000000|        01058041031560000000
C|C|1750 |SAO JORGE D OESTE                       |PR|    |0000000|        01058041252090000000
C|C|1751 |SANTO ANTONIO DO SUDOESTE               |PR|    |0000000|        01058041244000000000
C|C|1752 |ENEAS MARQUES                           |PR|    |0000000|        01058041074050000000
C|C|1753 |TAQUARITINGA                            |SP|    |0000000|        01058035537080000000
C|C|1754 |BRUSQUE                                 |SC|    |0000000|        01058041184510000000
C|C|1755 |PRANCHITA                               |PR|    |0000000|        01058041203580000000
C|C|1756 |PEROLA D OESTE                          |PR|    |0000000|        01058041190040000000
C|C|1757 |SALTO DO LONTRA                         |PR|    |0000000|        01058041230060000000
C|C|1758 |BELA VISTA DA CAROBA                    |PR|    |0000000|        01058041027520000000
C|C|1759 |SALGADO FILHO                           |PR|    |0000000|        01058041228000000000
C|C|1760 |CRUZEIRO DO IGUACU                      |PR|    |0000000|        01058041065710000000
C|C|1761 |CAPITAO LEONIDAS MARQUES                |PR|    |0000000|        01058041046000000000
C|C|1762 |PLANALTO                                |PR|    |0000000|        01058041198060000000
C|C|1763 |GALVAO                                  |SC|    |0000000|        01058042056050000000
C|C|1764 |JUPIA                                   |SC|    |0000000|        01058042091770000000
C|C|1765 |CORONEL MARTINS                         |SC|    |0000000|        01058042044590000000
C|C|1766 |MANFRINOPOLIS                           |PR|    |0000000|        01058041143510000000
C|C|1767 |AMPERE                                  |PR|    |0000000|        01058041010020000000
C|C|1768 |IPUACU                                  |SC|    |0000000|        01058042076840000000
C|C|1769 |SAO DOMINGOS                            |SC|    |0000000|        01058042161070000000
C|C|1770 |OURO VERDE                              |SC|    |0000000|        01058042118500000000
C|C|1771 |Itapejara dOeste                        |PR|    |0000000|        01058041185010000000
C|C|1772 |Juscimeira                              |MT|    |0000000|        01058051052000000000
C|C|1773 |Peabiru                                 |PR|    |0000000|        01058041188080000000
C|C|1774 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1775 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1776 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1777 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1778 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1779 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1780 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
C|C|1781 |Pato Branco/PR                          |PR|    |0000000|        01058041185010000000
